kz,alpha,V0,eps,xi_sponge,gamma_chased
5.0,2.1,0.2,0.15,8.0,0.37585145410071386
5.0,2.2,0.01,0.15,22.0,0.05919200151155684
2.5,2.5,0.01,0.15,22.0,0.053973866945545346
2.5,2.5,0.1,0.15,8.0,0.22521595503931358
5.0,2.5,0.2,0.15,8.0,0.4040122226429871
5.0,1.8,0.2,0.15,8.0,0.34974238479821507
2.5,1.8,0.2,0.15,8.0,0.2992794101107029
2.5,1.9,0.01,0.15,22.0,0.050324563899944774
5.0,1.9,0.2,0.15,8.0,0.3589099953939042
6.0,0.6,0.03,0.15,10.0,0.06852225212592715
6.0,0.7,0.05,0.15,8.0,0.09488075111076408
6.0,0.9,0.05,0.15,8.0,0.10650391025538673
6.0,0.9,0.1,0.15,8.0,0.15683087797859238
6.0,1.0,0.2,0.15,8.0,0.24501557627741205
6.0,1.1,0.01,0.15,12.0,0.04605509038752871
6.0,1.2,0.2,0.15,8.0,0.2701228106526492
6.0,1.3,0.2,0.15,8.0,0.2820014180998371
2.5,3.0,0.2,0.15,8.0,0.3356807664223459
5.0,4.0,0.1,0.15,8.0,0.3100483263605676
6.0,0.4,0.2,0.15,8.0,0.15171996190401563
6.0,0.5,0.2,0.15,8.0,0.17025169082574673
5.0,2.8,0.2,0.15,8.0,0.41999378294566286
2.5,2.9,0.05,0.15,8.0,0.15092510959132432
2.5,3.0,0.03,0.15,10.0,0.11276567216318772
5.0,3.0,0.2,0.15,8.0,0.42819465403336543
6.0,2.4,0.2,0.15,8.0,0.3904245878365501
6.0,2.5,0.01,0.15,8.0,0.059103916868524356
6.0,2.5,0.2,0.15,8.0,0.39838486034948145
6.0,2.6,0.2,0.15,8.0,0.4060076192932203
6.0,2.0,0.01,0.15,8.0,0.05482254483672653
6.0,2.0,0.02,0.15,8.0,0.08583088854987146
6.0,2.1,0.2,0.15,8.0,0.36460461944271183
6.0,2.2,0.2,0.15,8.0,0.3735268437197355
6.0,1.6,0.01,0.15,8.0,0.050745356601047564
6.0,1.7,0.2,0.15,8.0,0.3258540800590066
6.0,1.8,0.2,0.15,8.0,0.33600025804072453
6.0,1.9,0.2,0.15,8.0,0.3458395043950807
2.5,2.6,0.05,0.15,7.0,0.14163456590501136
2.5,2.6,0.1,0.15,8.0,0.22669152437674017
2.5,2.7,0.2,0.15,8.0,0.7202875331413967
2.5,2.8,0.01,0.15,22.0,0.055512877030195446
3.5,0.6,0.1,0.15,8.0,0.14315473082958785
7.0,0.6,0.2,0.15,8.0,0.17667187677833937
7.0,0.7,0.05,0.15,9.0,0.09221723804437634
3.5,0.7,0.05,0.15,9.0,0.10371712869696018
6.0,2.8,0.2,0.15,8.0,0.42020335411255394
7.0,0.3,0.2,0.15,8.0,0.12352392541585955
7.0,0.4,0.2,0.15,8.0,0.1431708014960143
7.0,0.6,0.05,0.15,8.0,0.08444894673438297
3.5,0.7,0.1,0.15,8.0,0.1533037862661013
7.0,0.8,0.05,0.15,8.0,0.09684936751093232
7.0,0.8,0.2,0.15,8.0,0.20554332722233845
3.5,0.9,0.03,0.15,10.0,0.08423697147597424
7.0,1.4,0.03,0.15,8.0,0.09375479384770315
3.5,1.4,0.05,0.15,8.0,0.13135055373634447
3.5,1.5,0.03,0.15,8.0,0.09619839970046269
7.0,1.5,0.05,0.15,7.0,0.1271400137728631
7.0,0.9,0.05,0.15,8.0,0.1023832052382194
3.5,0.9,0.1,0.15,8.0,0.17097016746616034
3.5,1.0,0.03,0.15,10.0,0.08743686665557651
3.5,1.0,0.1,0.15,8.0,0.17877050484309803
3.5,1.1,0.2,0.15,8.0,0.28752470304867395
7.0,1.2,0.03,0.15,8.0,0.08767501230185826
7.0,1.2,0.2,0.15,8.0,0.255518051755395
3.5,1.3,0.05,0.15,8.0,0.12785389235722963
7.0,1.6,0.03,0.15,8.0,0.0992772564789329
3.5,1.6,0.03,0.15,8.0,0.09830578433680931
7.0,1.7,0.03,0.15,8.0,0.1018633049265946
7.0,1.7,0.2,0.15,8.0,0.3095644578098591
3.5,1.8,0.1,0.15,8.0,0.22551478957107265
3.5,1.8,0.2,0.15,8.0,0.34765071862931785
3.5,1.9,0.03,0.15,8.0,0.10403942498123947
7.0,1.9,0.2,0.15,8.0,0.3294079835582549
7.0,2.4,0.2,0.15,8.0,0.37536380826378724
3.5,2.5,0.01,0.15,22.0,0.058333105382781233
7.0,2.5,0.2,0.15,8.0,0.38394001174605874
7.0,2.6,0.1,0.15,8.0,0.25182309491702426
7.0,2.2,0.01,0.15,8.0,0.057088565010668196
3.5,2.3,0.1,0.15,8.0,0.24548259699067437
3.5,2.4,0.05,0.15,10.0,0.164460492188714
7.0,2.4,0.1,0.15,8.0,0.24228386245648065
3.5,2.0,0.05,0.15,8.0,0.14882305501970094
3.5,2.0,0.1,0.15,8.0,0.23415759177566164
3.5,2.0,0.2,0.15,8.0,0.357256665919789
3.5,2.1,0.03,0.15,8.0,0.10745735047508252
7.0,2.7,0.2,0.15,8.0,0.4004472885214921
7.0,2.8,0.01,0.15,8.0,0.06212145621671205
3.5,2.8,0.1,0.15,8.0,0.26069138405343484
7.0,2.8,0.2,0.15,8.0,0.4083637220575387
3.5,2.9,0.01,0.15,22.0,0.060717309737882294
7.0,2.9,0.01,0.15,8.0,0.06287647912781852
3.5,2.9,0.05,0.15,10.0,0.17408632344908426
3.5,2.9,0.1,0.15,8.0,0.2632536368497879
3.5,2.6,0.1,0.15,8.0,0.25510734887749736
3.5,2.6,0.2,0.15,8.0,0.3657067344287006
7.0,2.7,0.01,0.15,8.0,0.06134507620075385
3.5,2.7,0.03,0.15,18.0,0.12661531959262257
3.5,3.0,0.03,0.15,14.0,0.1287546103314465
3.5,3.0,0.05,0.15,7.0,0.16463127241458067
3.5,3.0,0.1,0.15,8.0,0.26567020157128823
8.0,0.3,0.2,0.15,8.0,0.11705153638207012
8.0,0.9,0.03,0.15,8.0,0.07446780490099854
8.0,0.9,0.05,0.15,8.0,0.09819447244609206
8.0,1.0,0.05,0.15,8.0,0.10328028465729118
8.0,1.0,0.2,0.15,8.0,0.21934238814802698
8.0,0.5,0.05,0.15,8.0,0.07385041731693098
8.0,0.5,0.2,0.15,8.0,0.15222254887785813
8.0,0.6,0.05,0.15,8.0,0.08071441419886333
8.0,0.7,0.05,0.15,9.0,0.08804790412290997
8.0,1.1,0.1,0.15,8.0,0.1574287984065953
8.0,1.2,0.05,0.15,8.0,0.11265264554833426
8.0,1.3,0.1,0.15,8.0,0.17124207140606829
8.0,1.4,0.03,0.15,8.0,0.09107496604088072
8.0,1.4,0.05,0.15,8.0,0.12116737882920489
8.0,1.4,0.1,0.15,8.0,0.17775356588914262
8.0,1.5,0.01,0.15,9.0,0.04971415183660959
8.0,1.6,0.01,0.15,9.0,0.0509786080506464
8.0,1.7,0.2,0.15,8.0,0.2937446598760465
8.0,1.8,0.01,0.15,8.0,0.05282366149735911
8.0,2.1,0.2,0.15,8.0,0.3313921435394196
8.0,2.2,0.03,0.15,8.0,0.1110550371044634
8.0,2.3,0.03,0.15,8.0,0.11318849115970357
8.0,2.3,0.2,0.15,8.0,0.34930061541371854
8.0,2.4,0.1,0.15,8.0,0.23311686296546857
8.0,2.8,0.1,0.15,8.0,0.25180212707502253
4.5,1.0,0.2,0.15,8.0,0.26585442197086373
4.5,1.1,0.03,0.15,8.0,0.08824327754018264
4.5,1.1,0.2,0.15,8.0,0.27900838218965535
4.5,1.4,0.05,0.15,8.0,0.1332611723198236
4.5,1.5,0.03,0.15,8.0,0.0991553800764669
4.5,1.6,0.03,0.15,8.0,0.10152672860065223
4.5,1.6,0.1,0.15,8.0,0.21645777875330446
4.5,1.6,0.2,0.15,8.0,0.33524148742896015
4.5,2.1,0.03,0.15,8.0,0.111888099759951
4.5,2.1,0.2,0.15,8.0,0.37705413425899104
4.5,2.2,0.01,0.15,22.0,0.05853931537490369
4.5,2.2,0.2,0.15,8.0,0.383708646526287
4.5,1.7,0.03,0.15,8.0,0.10378530751901521
4.5,1.8,0.01,0.15,10.0,0.05258019823903011
4.5,1.8,0.05,0.15,8.0,0.1470015818543031
4.5,1.8,0.1,0.15,8.0,0.22758786390414568
4.5,2.3,0.01,0.15,22.0,0.059317271725395554
4.5,2.3,0.1,0.15,8.0,0.25157441176144346
4.5,2.4,0.01,0.15,22.0,0.06006757433986105
4.5,2.4,0.05,0.15,8.0,0.16367488661005963
4.5,2.7,0.1,0.15,8.0,0.2675693270341398
4.5,2.9,0.05,0.15,13.0,0.1853480300957988
4.5,3.0,0.03,0.15,8.0,0.1263331854537999
4.5,3.0,0.05,0.15,13.0,0.18737574098638857
4.5,1.8,0.2,0.15,8.0,0.35366703351210205
4.5,1.9,0.03,0.15,8.0,0.10800620359833638
4.5,2.0,0.05,0.15,8.0,0.15299864335759147
4.5,2.0,0.2,0.15,8.0,0.3698276202588875
4.5,2.6,0.03,0.15,8.0,0.1204275619630319
4.5,2.6,0.05,0.15,7.0,0.16400240309100778
4.5,2.6,0.1,0.15,8.0,0.263802882321621
4.5,2.6,0.2,0.15,8.0,0.40460400553335374
16.0,1.5,0.05,0.15,8.0,0.09527965794969011
16.0,1.9,0.05,0.15,8.0,0.10728543140057657
1.0,0.3,0.1,0.15,14.0,0.10508310102954495
1.0,0.6,0.2,0.15,9.0,0.15892628286248237
1.0,0.7,0.2,0.15,9.0,0.15260644123584055
1.0,0.8,0.03,0.15,18.0,0.06268760208750591
1.0,0.8,0.1,0.15,11.0,0.11995924529756855
1.0,1.6,0.1,0.15,8.0,0.10965505802578562
2.0,2.8,0.05,0.15,6.0,0.124216717999857
2.0,3.0,0.1,0.15,8.0,0.19483539808163752
2.0,3.0,0.2,0.15,8.0,0.26379206256207777
3.0,0.4,0.2,0.15,8.0,0.17993778966285778
1.0,3.0,0.2,0.15,8.0,0.2705217374158946
2.0,0.4,0.2,0.15,8.0,0.17976898843269268
2.0,0.8,0.03,0.15,8.0,0.06731810632002246
2.0,1.2,0.1,0.15,8.0,0.17225707532006
1.0,1.7,0.1,0.15,8.0,0.1055978578373277
1.0,2.2,0.05,0.15,5.0,0.07198438968515308
1.0,2.4,0.1,0.15,8.0,0.11038567771849811
1.0,2.5,0.2,0.15,8.0,0.2401287755360273
3.0,0.8,0.05,0.15,9.0,0.1081201465807928
3.0,0.8,0.1,0.15,8.0,0.16217522105021082
3.0,1.4,0.2,0.15,8.0,0.3120809705794373
3.0,1.7,0.2,0.15,8.0,0.328410727822119
2.0,1.7,0.01,0.15,22.0,0.04605420618082211
2.0,1.8,0.2,0.15,8.0,0.2255908818341048
2.0,2.2,0.1,0.15,8.0,0.19644673196082396
2.0,2.4,0.05,0.15,8.0,0.13094945961206775
1.0,2.6,0.05,0.15,5.0,0.07421255881462477
1.0,2.6,0.1,0.15,8.0,0.22712116308321006
1.0,2.8,0.1,0.15,8.0,0.3804356649531
1.0,2.9,0.05,0.15,6.0,0.07956320102808434
3.0,1.9,0.1,0.15,8.0,0.22356999060340904
3.0,2.1,0.01,0.15,22.0,0.053914260239916835
3.0,2.4,0.1,0.15,8.0,0.2393863829124971
3.0,2.4,0.2,0.15,8.0,0.3275992498621987
4.0,2.2,0.1,0.15,8.0,0.24600291904292787
4.0,2.3,0.01,0.15,22.0,0.058343123593387
4.0,2.6,0.2,0.15,8.0,0.3915348974017735
4.0,2.8,0.01,0.15,22.0,0.061674609753055235
4.0,1.2,0.05,0.15,8.0,0.12527027703878546
4.0,1.2,0.2,0.15,8.0,0.29654254390828777
4.0,1.3,0.1,0.15,8.0,0.1992830404086794
4.0,2.1,0.05,0.15,10.0,0.1603388801263085
5.0,1.1,0.1,0.15,8.0,0.1803694651579924
5.0,1.2,0.03,0.15,8.0,0.09122211761447938
5.0,1.6,0.1,0.15,8.0,0.21417442566673633
5.0,1.8,0.1,0.15,8.0,0.22571261737671022
5.0,1.9,0.03,0.15,8.0,0.10870926517869325
5.0,1.9,0.05,0.15,8.0,0.15013512386122477
5.0,1.9,0.1,0.15,8.0,0.23114288697051633
5.0,2.0,0.2,0.15,8.0,0.36761451590304656
3.0,2.8,0.05,0.15,8.0,0.15934700473045033
3.0,2.9,0.1,0.15,8.0,0.2504590169770374
4.0,0.8,0.1,0.15,8.0,0.16103634121832697
4.0,0.9,0.2,0.15,8.0,0.25786291991411775
4.0,2.8,0.2,0.15,8.0,0.3941115142530126
5.0,0.5,0.2,0.15,8.0,0.18088722933161738
5.0,0.9,0.05,0.15,8.0,0.11000039995744812
5.0,0.9,0.1,0.15,8.0,0.16414588953673775
5.0,2.1,0.1,0.15,8.0,0.24139822493131663
5.0,2.2,0.1,0.15,8.0,0.24624697370900275
5.0,2.3,0.2,0.15,8.0,0.3909001012195334
5.0,2.5,0.01,0.15,22.0,0.06155020074472922
5.0,2.6,0.1,0.15,8.0,0.26400050658874114
6.0,0.6,0.2,0.15,8.0,0.1871777127252354
6.0,1.0,0.1,0.15,8.0,0.16510206285837387
6.0,1.1,0.05,0.15,8.0,0.11661963618475249
6.0,1.1,0.1,0.15,8.0,0.17293362385935043
6.0,1.1,0.2,0.15,8.0,0.2578117144687907
6.0,1.3,0.1,0.15,8.0,0.1874904269338879
6.0,1.4,0.2,0.15,8.0,0.2934874597164773
6.0,1.5,0.2,0.15,8.0,0.30461107248794217
6.0,1.8,0.1,0.15,8.0,0.21900967220102247
6.0,1.9,0.03,0.15,8.0,0.10844301725550537
6.0,2.2,0.05,0.15,8.0,0.15746963263653502
6.0,2.3,0.1,0.15,8.0,0.24553460603686772
6.0,2.7,0.2,0.15,8.0,0.4132835156736764
6.0,2.8,0.1,0.15,8.0,0.268407080032681
7.0,1.0,0.1,0.15,8.0,0.15739511144521845
7.0,2.4,0.01,0.15,8.0,0.05887314065983414
7.0,2.5,0.1,0.15,8.0,0.24711071472757917
7.0,2.6,0.2,0.15,8.0,0.3923034000293558
8.0,1.1,0.05,0.15,9.0,0.10943685582422087
7.0,1.1,0.1,0.15,8.0,0.16503008138598435
7.0,1.3,0.03,0.15,8.0,0.09079257466031604
7.0,1.3,0.05,0.15,8.0,0.12148804503617772
7.0,1.3,0.2,0.15,8.0,0.26692597101511845
7.0,1.6,0.2,0.15,8.0,0.2992999836210544
7.0,2.0,0.2,0.15,8.0,0.33900778829199407
7.0,2.1,0.2,0.15,8.0,0.348401477140071
7.0,2.2,0.03,0.15,8.0,0.11341154407614523
8.0,1.7,0.1,0.15,8.0,0.196011618044994
8.0,1.8,0.03,0.15,8.0,0.1018011732210358
8.0,1.9,0.03,0.15,8.0,0.10423381357712483
8.0,1.9,0.05,0.15,8.0,0.139724264950863
8.0,2.7,0.1,0.15,8.0,0.24727267811379572
8.0,2.9,0.05,0.15,8.0,0.1693336762468002
8.0,2.9,0.1,0.15,8.0,0.2562439461949544
8.0,3.0,0.1,0.15,8.0,0.2606016937642416
8.0,1.9,0.2,0.15,8.0,0.3128964198868056
8.0,2.2,0.05,0.15,9.0,0.15140613630193955
8.0,2.2,0.2,0.15,8.0,0.3404168717006645
8.0,2.7,0.01,0.15,8.0,0.06144952490287711
8.0,3.0,0.2,0.15,8.0,0.40762258732228535
9.0,1.5,0.03,0.15,8.0,0.09102588002081931
1.0,0.4,0.05,0.15,14.0,0.07087020224942972
1.0,0.5,0.03,0.15,22.0,0.05833422684477221
2.0,1.2,0.01,0.15,22.0,0.042120658602571345
2.0,1.4,0.2,0.15,8.0,0.2590210216769051
2.0,1.5,0.2,0.15,8.0,0.25589841508368916
2.0,1.6,0.01,0.15,22.0,0.04535617526548745
1.0,1.7,0.2,0.15,8.0,0.7860616485642431
1.0,1.8,0.2,0.15,8.0,0.913742554157277
1.0,2.2,0.1,0.15,8.0,0.08447096321983927
1.0,2.4,0.05,0.15,6.0,0.07835391984834597
1.0,0.6,0.1,0.15,13.0,0.11982343610043031
1.0,1.0,0.2,0.15,8.0,0.10757890155292932
1.0,1.2,0.1,0.15,9.0,0.1169501490973028
0.5,1.5,0.01,0.15,14.0,0.02062893123974778
2.0,1.7,0.2,0.15,8.0,0.2404753951193087
2.0,1.9,0.1,0.15,8.0,0.1924163554200281
2.0,2.0,0.1,0.15,8.0,0.1940338051521392
2.0,2.1,0.1,0.15,8.0,0.1953754290212072
1.0,2.7,0.1,0.15,8.0,0.30602365097231177
1.0,2.8,0.2,0.15,8.0,0.25980913762963825
2.0,0.5,0.2,0.15,8.0,0.19790501813589903
2.0,0.9,0.03,0.15,8.0,0.06983960683121082
2.0,2.9,0.05,0.15,6.0,0.12531255946361922
2.0,2.9,0.1,0.15,8.0,0.19615955891565323
3.0,0.5,0.2,0.15,8.0,0.20054859402663383
3.0,0.8,0.03,0.15,12.0,0.08196785430024274
3.0,0.9,0.1,0.15,8.0,0.17013782934528696
3.0,1.2,0.2,0.15,8.0,0.2959562785460811
3.0,1.3,0.1,0.15,8.0,0.19615206671570037
3.0,1.6,0.2,0.15,8.0,0.32399471227530774
3.0,2.1,0.05,0.15,10.0,0.1528972982719821
3.0,2.2,0.2,0.15,8.0,0.33455551935321515
3.0,2.4,0.01,0.15,22.0,0.0558603201816832
3.0,2.8,0.2,0.15,8.0,0.2798371733183909
4.0,2.3,0.1,0.15,8.0,0.2500529556146935
4.0,2.5,0.01,0.15,22.0,0.059742981395422876
5.0,0.4,0.2,0.15,8.0,0.1612859660788882
5.0,1.1,0.2,0.15,8.0,0.2723203204063892
4.0,1.7,0.1,0.15,8.0,0.2226511157614623
4.0,1.8,0.1,0.15,8.0,0.22777926210163588
4.0,1.9,0.05,0.15,8.0,0.14889179800654023
4.0,2.0,0.2,0.15,8.0,0.36725073839055794
4.0,1.4,0.2,0.15,8.0,0.3184385702643399
4.0,1.6,0.03,0.15,8.0,0.10038890081674913
4.0,1.7,0.01,0.15,22.0,0.05342591005387376
4.0,1.7,0.03,0.15,8.0,0.10252984913055246
5.0,2.8,0.1,0.15,8.0,0.2719946402991368
5.0,2.9,0.05,0.15,8.0,0.1764709281532604
5.0,3.0,0.01,0.15,22.0,0.06500313282952097
6.0,0.6,0.1,0.15,8.0,0.12852695067235598
5.0,1.5,0.2,0.15,8.0,0.31947180769305766
5.0,1.7,0.03,0.15,8.0,0.10429725353047521
5.0,2.2,0.2,0.15,8.0,0.38361526020860814
5.0,2.3,0.01,0.15,22.0,0.06000607145079062
5.0,2.3,0.05,0.15,8.0,0.16174781526833132
5.0,2.3,0.1,0.15,8.0,0.25092328291371785
5.0,2.4,0.01,0.15,22.0,0.060791446642302495
5.0,2.7,0.2,0.15,8.0,0.4151591574546034
4.0,0.9,0.1,0.15,8.0,0.16977743318769528
4.0,1.0,0.2,0.15,8.0,0.27159666229917945
4.0,1.1,0.03,0.15,9.0,0.08978311954722953
4.0,1.1,0.1,0.15,8.0,0.18547701883016668
3.0,3.0,0.1,0.15,8.0,0.25218126670083707
3.0,3.0,0.2,0.15,8.0,0.6011390053272712
4.0,0.6,0.2,0.15,8.0,0.21042333089523912
4.0,0.9,0.03,0.15,10.0,0.08483283472556417
6.0,2.0,0.2,0.15,8.0,0.35537445985718247
6.0,2.4,0.05,0.15,8.0,0.16323961896594816
6.0,2.5,0.1,0.15,8.0,0.25507197080951904
6.0,2.6,0.1,0.15,8.0,0.2596408340202871
7.0,2.8,0.1,0.15,8.0,0.26092448533701407
7.0,2.9,0.05,0.15,8.0,0.17349158500695055
7.0,2.9,0.1,0.15,8.0,0.2653222790451047
8.0,0.7,0.2,0.15,8.0,0.18145255146227224
7.0,2.4,0.05,0.15,8.0,0.159921213077933
7.0,2.5,0.01,0.15,8.0,0.059722538626498185
7.0,2.7,0.05,0.15,9.0,0.17072681856685054
7.0,2.7,0.1,0.15,8.0,0.2564261451801042
6.0,0.7,0.1,0.15,8.0,0.13865708520054826
6.0,0.8,0.1,0.15,8.0,0.1480478248615453
6.0,0.8,0.2,0.15,8.0,0.21766753195887362
6.0,1.3,0.03,0.15,8.0,0.09299207788574146
7.0,0.9,0.1,0.15,8.0,0.14935767781285353
7.0,1.2,0.05,0.15,8.0,0.11708638996687346
7.0,1.7,0.05,0.15,8.0,0.1372652424654376
7.0,1.7,0.1,0.15,8.0,0.2047042080909621
6.0,3.0,0.01,0.15,22.0,0.06611951114642249
6.0,3.0,0.1,0.15,8.0,0.27670948617146673
6.0,3.0,0.2,0.15,8.0,0.43294160202093523
7.0,0.7,0.2,0.15,8.0,0.1915467302456808
8.0,0.8,0.1,0.15,8.0,0.13412515055703966
8.0,1.5,0.05,0.15,7.0,0.12300856897504137
8.0,1.5,0.1,0.15,8.0,0.18403838138846693
8.0,1.6,0.03,0.15,8.0,0.09665565280678014
6.0,1.6,0.03,0.15,8.0,0.10124272008081309
6.0,1.7,0.03,0.15,8.0,0.10374455952713943
6.0,1.8,0.03,0.15,8.0,0.10614159830500451
6.0,1.9,0.1,0.15,8.0,0.22465808005943197
8.0,2.6,0.1,0.15,8.0,0.2426516555687111
8.0,2.7,0.2,0.15,8.0,0.38346897851853173
8.0,2.8,0.01,0.15,8.0,0.062265110449663735
8.0,2.8,0.05,0.15,8.0,0.1666991516370272
8.0,1.6,0.05,0.15,9.0,0.13064453553154134
8.0,1.6,0.1,0.15,8.0,0.19011828626704538
8.0,2.0,0.05,0.15,8.0,0.1430695439047216
8.0,2.1,0.05,0.15,10.0,0.14969545971036374
8.0,2.1,0.1,0.15,8.0,0.21800043316738543
8.0,2.4,0.05,0.15,8.0,0.1555077835649077
8.0,2.4,0.2,0.15,8.0,0.35804680248654874
8.0,2.5,0.2,0.15,8.0,0.36665712499324643
8.0,2.8,0.2,0.15,8.0,0.3916662290474998
1.0,0.3,0.2,0.15,13.0,0.15958001157385626
1.0,0.6,0.03,0.15,22.0,0.06083144180902196
1.0,1.1,0.01,0.15,22.0,0.032333065693446086
2.0,0.7,0.05,0.15,12.0,0.10248232301021659
2.0,1.2,0.03,0.15,22.0,0.09103797031640383
2.0,1.2,0.2,0.15,8.0,0.25885696125049024
2.0,1.6,0.05,0.15,9.0,0.12186784920753702
1.0,1.3,0.01,0.15,22.0,0.03358807644865769
1.0,1.4,0.1,0.15,9.0,0.11227221437565557
1.0,1.5,0.2,0.15,8.0,0.5213906850350258
1.0,1.6,0.2,0.15,8.0,0.21902986504232608
1.0,2.3,0.05,0.15,6.0,0.07792583209133892
1.0,2.3,0.2,0.15,8.0,0.22665951137733517
1.0,2.6,0.2,0.15,8.0,0.246898290482701
2.0,0.6,0.1,0.15,9.0,0.1423270412195342
